94376/94380/96274/97958/100837/101785,4/1/0/0/0
51452,1/0/0/0/0
94736/96076/97595/99642/104796,0/1/0/4/0
48475,0/0/0/1/0
0,0/0/0/0/0
46958,1/0/0/0/0
27063/74450/80407/85550/85960/87792,1/2/0/2/0
38098/77855,0/1/0/1/0
0,0/0/0/0/0
0,0/0/0/0/0
49638,0/1/0/0/0
86825/89675/93865/96341,0/2/0/1/0
0,0/0/0/0/0
0,0/0/0/0/0
54842/71261/71359/71360/71361,4/0/0/0/0
115023/115245/116369,1/1/0/1/0
37439/45818,2/0/0/0/0
42026/52391/64155/79104/89371/89376/92596/95873/99271/103908/103909/106390/107037/108621/112627/114555/114556/116139/116290/117392/123483/128399/128456/128712/130740/131627/131751/133279/133279/135056/136708/136747/136748/137221/140573/140578/140913/141480/141782/144483/144486/145219/145220/147171/147587/149892/150897/151533/153093/153818,26/13/0/4/0
53234/60330/61964,0/1/0/2/0
0,0/0/0/0/0
0,0/0/0/0/0
69648,0/0/0/0/0
51476/54765/55087,0/0/0/3/0
45863/45864,0/0/0/0/0
35169/56515,2/0/0/0/0
70412/76018,1/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
27671/27678/60358/67044,0/1/0/3/0
36300/69616/86587/101215/106140/113254,2/0/0/3/0
87779/98748,1/1/0/0/0
0,0/0/0/0/0
47894/60879/60880/83691/87749,0/0/0/3/0
0,0/0/0/0/0
0,0/0/0/0/0
35070,0/0/0/0/0
20037/20045/73920/73921/110878/111450,0/0/0/5/0
61004,0/0/0/1/0
51649,1/0/0/0/0
53499,0/0/0/1/0
37978/48633/48645,1/1/0/0/0
38149/79143/93376/95028/105899/111813/117819/127647/127649,3/1/0/2/0
0,0/0/0/0/0
58121/59694,0/2/0/0/0
82845,0/0/0/0/0
0,0/0/0/0/0
76415/76443/77581/83339/92439,1/2/0/2/0
54962/60634,0/1/0/0/0
75959/85216/86147/89546/90969/92531/92533/92535/96038/97194/97482/97859,6/0/0/3/0
0,0/0/0/0/0
80908/92220/98017/100142/100152/100284/100286/100286/100287/101819,4/3/0/0/0
82793/93076/101901/113591/118113/120301/120901/120912,1/2/0/5/0
36677/36687/46298/83343/84522/89014/125708,0/1/0/6/0
32868/44421/44462/48521/51041,0/0/0/5/0
0,0/0/0/0/0
0,0/0/0/0/0
70083/84275/84619/90465/90466/90578/90580/92476/92933/93770/100110/102411,1/4/0/3/0
62480/65853/74245,0/0/0/3/0
0,0/0/0/0/0
18193/18330/18340,0/0/0/3/0
75940/76358/89047/90640/90643/90647/90649/91366/93945/95877/95884/95884/96157,3/3/0/4/0
77275/89598/91376/100379,0/2/0/2/0
36809/36855/36856/67540,0/0/0/3/0
56865,0/0/0/1/0
20325/20335/105886/111809/115322,0/1/0/3/0
57300/57301/67789,2/0/0/0/0
0,0/0/0/0/0
43035,0/1/0/0/0
42608/67616/67712/72056/73069/73657/73659/73660,5/0/0/2/0
51641,0/1/0/0/0
94951/115420/116824/120977/128883/132734,1/1/0/2/0
0,0/0/0/0/0
40584/95920,1/0/0/1/0
67344/67344/69358,0/1/0/0/0
31757/56826,0/1/0/1/0
62178/67971/73260,0/0/0/2/0
73234/78365/106398,0/1/0/2/0
0,0/0/0/0/0
80055,0/0/0/1/0
68912/77176/82065/82168/99673/99678/99680/101607/104929,5/2/0/2/0
95090,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
75774/80602/96040/98484/100278/111326/111326,0/0/0/7/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
23199,0/0/0/1/0
0,0/0/0/0/0
0,0/0/0/0/0
76167/83713,0/1/0/1/0
36324,0/0/0/1/0
0,0/0/0/0/0
0,0/0/0/0/0
9247,0/0/0/1/0
37762,1/0/0/0/0
0,0/0/0/0/0
30318/47325/69084/78655/90370/96428/106418/111090/113617/133673/135293/137878/137878/142532/144541/150776,3/3/0/8/0
0,0/0/0/0/0
43845/56069/66196/66198/73546/73853/77413/85899/88206/88337/92484/94871/96965/96973,3/6/0/0/0
0,0/0/0/0/0
52954,0/0/0/0/0
42869/42873,0/2/0/0/0
29452/39000/43825/49267/55755/59704/64232,4/2/0/0/0
55209/55209/55243,0/0/0/3/0
62344,0/0/0/1/0
41213,0/0/0/0/0
37716/40212/57491/57848/57904/61590/61645/61647/61647/66851,2/5/0/0/0
42167,1/0/0/0/0
67549/68011/70486,2/0/0/0/0
37825,0/1/0/0/0
20802/20803/70445,0/0/0/3/0
116457/119353/121724,0/0/0/3/0
98230/126990/134700/138473/150724/152066/152066/154305/156747/164607/171552/173398/174108/180732/181508/193227/194514/195151/196076/197282/200977/200982/204200,2/8/0/8/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
55220,0/1/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
54779/78349/83142/92033/92035/92434/96337/99909/119928/119929/124480/124480/126997,3/1/0/5/0
76775,0/0/0/0/0
14017,0/0/0/1/0
0,0/0/0/0/0
0,0/0/0/0/0
20343/20346,0/1/0/0/0
60989/64725,2/0/0/0/0
31284,0/0/0/1/0
61890/61914,0/0/0/2/0
0,0/0/0/0/0
49225,1/0/0/0/0
29700/29703,0/0/0/0/0
0,0/0/0/0/0
42693/72881/72884/72960/83027/85741/85743/86419/102869/104175/104886/107679/115391/115418/118072,3/4/0/1/0
37276/78187/78189/82026/85236,2/1/0/0/0
32874/32878,2/0/0/0/0
79605,0/0/0/0/0
69620/75684/75700,0/0/0/3/0
77825,0/0/0/1/0
19601/45051,2/0/0/0/0
40271,0/0/0/0/0
49126/49128,0/0/0/2/0
70152/70177,0/1/0/0/0
42965/81073/97721/98619/98624,2/1/0/2/0
96239/96376/96378/99328/99329/104167/116823/117987/127041,1/0/0/7/0
29152,1/0/0/0/0
34602,0/0/0/1/0
0,0/0/0/0/0
54726/54727/70203,1/2/0/0/0
49824,0/0/0/1/0
93963/105843/112127,0/0/0/3/0
61334/61335/61335,0/1/0/0/0
56625,0/0/0/0/0
47173,1/0/0/0/0
63843/64207,2/0/0/0/0
75936/75938/106015/106400/106410/108012/110629/113518/116548,0/1/0/8/0
44304/50812/67775/83282/110160/110169/112907,0/4/0/3/0
0,0/0/0/0/0
0,0/0/0/0/0
69675,0/0/0/1/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
26818/100285,0/1/0/1/0
64296/65637/80125/80928/87465/93532/96342/98963/101621/104260/105149/110055,2/6/0/2/0
0,0/0/0/0/0
0,0/0/0/0/0
28039/82657/94383/110499/110500/111160/114125/118153/124003/124008/127313/128487/128782,3/0/0/3/0
22351,0/1/0/0/0
53184/94829/97153/97161/97668/98150/100387/112204/112235/114699/114708/116288,1/0/0/7/0
26211/83265/114508,0/0/0/3/0
64809/76833/118512/120151,0/0/0/4/0
19281,0/1/0/0/0
0,0/0/0/0/0
61291,0/0/0/1/0
0,0/0/0/0/0
76404,0/1/0/0/0
76920/76921/84428/85618,3/0/0/0/0
42670/67167/82693/94625/109428,0/0/0/5/0
0,0/0/0/0/0
17624/17649/44772,0/1/0/2/0
0,0/0/0/0/0
30875/58302/65478/83930/100206/100701,0/0/0/6/0
89644/91278/96142/98399/100269,0/5/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
0,0/0/0/0/0
57987/68175,0/0/0/1/0
0,0/0/0/0/0
75372/84857/91185/119901,0/1/0/3/0
43207,0/1/0/0/0
77677/80423,0/0/0/0/0
21046/62220/70919/85134/85135/91435/92869,0/1/0/5/0
46882/52495/60832/71865,2/2/0/0/0
0,0/0/0/0/0
97663/98093/104805/105587/117410,0/1/0/2/0
22228,1/0/0/0/0
73561,0/0/0/1/0
95220/96757,0/1/0/0/0
27109/51659/65452/90310/92297/92598/98650/98652/98694/100077/100144/102507,3/2/0/6/0
0,0/0/0/0/0
67469/67472,0/0/0/2/0
99294/100102/100307/103248,1/2/0/1/0
45765/51631/57177/79724/79726,0/0/0/5/0
0,0/0/0/0/0
57755/57760/69559/91952/92500/94339/97460/102319/103006,1/4/0/0/0
27717/27723,2/0/0/0/0
0,0/0/0/0/0
80439/80441/82605,0/1/0/2/0
0,0/0/0/0/0
63982/85363/85364/93441/93443/102618/103476/107392/119647/120129/120884/121415/122417/122419/124841,7/2/0/1/0
16601/16608,0/1/0/0/0
50193,1/0/0/0/0
30867/30868/30868/55581/75959/77634/78523/78524/84861/85266/87797/89481,6/2/0/1/0
24691,0/0/0/1/0
47851/85198/85199/86183/91042/91047/94774/95544/101312,0/0/0/8/0
0,0/0/0/0/0
97939/98611,0/0/0/1/0
35990/36478,0/1/0/0/0
80024/83454/86361/92591/104801,0/3/0/1/0
48311,0/0/0/1/0
0,0/0/0/0/0
0,0/0/0/0/0
67321,1/0/0/0/0
31220/52609,1/0/0/0/0
43029,1/0/0/0/0
39056/39071/48354,0/0/0/3/0
0,0/0/0/0/0
66127/72292/72292/75181,0/2/0/1/0
58846,1/0/0/0/0
67487,0/0/0/0/0
66999/93264/93392/93686/94610/96666/99723/101292/101423/101561/103761/107343/107344/107381/107499/108642/108643,5/4/0/2/0
19091,0/0/0/1/0
47957/86816,1/0/0/1/0
67684/89018/91366/91928/95662/100065/101331/101376/101382/101390,8/1/0/0/0
87458/87459/91771/96771/108982,1/1/0/2/0
0,0/0/0/0/0
59969,0/0/0/1/0
0,0/0/0/0/0
